Claim Number,City Code,City,Enterprise Type,Claim Type,Claim Site,Product Insured
FR5UKW4K59,BDQ,Vadodara,Public Limited Company,Property Loss,In Transit,Misc. Engineering Tools
1CE135SHP3,VSK,Visakhapatnam,Public Limited Company,Property Loss,Other,Inventory - Raw Material
76UVDPNZJC,BLR,Bangalore,Public Limited Company,Property Loss,In Transit,Cameras and other Misc. Security Equipment
FW0UDSOV1X,AMD,Ahmedabad,Private Ltd. MSME - Micro,Property Damage,In Transit,Inventory - Raw Material
4EB29NU1ZW,PNQ,Pune,Partnership Firm,Property Damage,Warehouse,Misc. Electrical Equipment
ILZ0JFBXSL,HYD,Hyderabad,Private Ltd. MSME - Medium,Property Loss,Warehouse,Misc. Engineering Tools
225DAWDT42,CJB,Coimbatore,Private Limited Company,Property Loss,In Transit,Inventory - Raw Material
4PFJSM0C4A,STV,Surat,Non-Profit Organization (NPO),Property Loss,In Transit,Furniture
4RTJQJP1KB,BDQ,Vadodara,Private Limited Company,Property Loss,In Transit,Misc. Electronic Items
ML2BSTOPEQ,BDQ,Vadodara,Sole Proprietorship,Property Damage,In Transit,Misc. Electronic Items
7EVSWUBU1S,BHO,Bhopal,Joint-Venture Company,Property Loss,In Transit,Fixtures
905951U45N,IDR,Indore,Cooperative Society,Property Loss,In Transit,Inventory - Raw Material
VT86FVKDJ3,BOM,Mumbai,Public Limited Company,Property Loss,In Transit,Misc. Electrical Equipment
IDL0S6C27A,BOM,Mumbai,One Person Company,Property Loss,Warehouse,"Heating, ventilation, and air conditioning (HVAC) System"
9D3R9PXHFY,BDQ,Vadodara,Sole Proprietorship,Property Damage,Warehouse,Pumps and Motors
NN0MH0490U,BDQ,Vadodara,One Person Company,Property Loss,Warehouse,Furniture
UGVKH73ZA8,BOM,Mumbai,One Person Company,Property Loss,In Transit,Inventory - Finished Goods
ID02VZ87TJ,JAI,Jaipur,Non-Profit Organization (NPO),Property Loss,Warehouse,"Heating, ventilation, and air conditioning (HVAC) System"
6CKSSQZ1I4,NGP,Nagpur,Private Limited Company,Property Loss,In Transit,Misc. Sensors
5K4A3OTQMX,PNQ,Pune,Sole Proprietorship,Property Loss,In Transit,Inventory - Raw Material
JDS9W7IU2V,DEL,Delhi,Private Limited Company,Property Loss,In Transit,Inventory - Raw Material
1Y2WEBVDWQ,BOM,Mumbai,Public Limited Company,Property Damage,In Transit,Furniture
UU6WVN9KRJ,HYD,Hyderabad,Private Limited Company,Property Damage,In Transit,Misc. Electronic Items
OQVV0HVZYE,CJB,Coimbatore,Joint-Venture Company,Property Loss,In Transit,Inventory - Raw Material
AXXQLKQWAI,BOM,Mumbai,One Person Company,Property Damage,In Transit,Misc. Electronic Items
14CC021K7I,LKO,Lucknow,Non-Profit Organization (NPO),Property Loss,Warehouse,Misc. Engineering Tools
5A7W3ORB7H,BDQ,Vadodara,One Person Company,Property Loss,Warehouse,Misc. Engineering Tools
6ZWFHSI7RF,CJB,Coimbatore,Joint-Venture Company,Property Loss,In Transit,Misc. Sensors
HR5BH7KHPN,DEL,Delhi,One Person Company,Property Damage,In Transit,Misc. Electronic Items
MQTFO8HTLJ,THN,Thane,Private Limited Company,Property Loss,In Transit,Inventory - Finished Goods
LB89BEC244,AGR,Agra,Private Limited Company,Property Damage,In Transit,Furniture
UTJFUTCZBG,HYD,Hyderabad,Sole Proprietorship,Property Damage,Warehouse,Pumps and Motors
MRLZF8ZR4O,HYD,Hyderabad,Foreign Subsidary,Property Loss,In Transit,Furniture
R7L9L25WB1,BLR,Bangalore,Public Limited Company,Property Loss,In Transit,"Heating, ventilation, and air conditioning (HVAC) System"
18FDX9EEKC,NGP,Nagpur,Private Limited Company,Property Loss,In Transit,Misc. Electrical Equipment
WCZBFKH26L,KNU,Kanpur,Sole Proprietorship,Property Damage,In Transit,Misc. Engineering Tools
R1GE0POIPW,BDQ,Vadodara,Foreign Subsidary,Property Loss,In Transit,"Heating, ventilation, and air conditioning (HVAC) System"
AMQT5XUOLM,BOM,Mumbai,Private Ltd. MSME - Medium,Property Damage,Warehouse,Furniture
U9Y6YVRSLJ,HYD,Hyderabad,Sole Proprietorship,Property Loss,In Transit,Inventory - Raw Material
UC19P5UATA,DEL,Delhi,One Person Company,Property Loss,In Transit,Misc. Electrical Equipment
HKAUFGR81Y,KNU,Kanpur,Private Limited Company,Property Loss,In Transit,Misc. Engineering Tools
OLALB74ANB,KNU,Kanpur,Sole Proprietorship,Property Loss,In Transit,Inventory - Finished Goods
6P1K4JT3RL,PAT,Patna,One Person Company,Property Loss,In Transit,Inventory - Finished Goods
O1SR1RSL21,NGP,Nagpur,Private Limited Company,Property Loss,Warehouse,Misc. Sensors
L3NE74SXJ0,BHO,Bhopal,Joint-Venture Company,Property Loss,Warehouse,Misc. Lab Equipment
MRVEBMSGIG,AMD,Ahmedabad,One Person Company,Property Loss,In Transit,Inventory - Raw Material
QT5A5VA45A,JAI,Jaipur,Partnership Firm,Property Loss,Warehouse,Cameras and other Misc. Security Equipment
QJRLD6BRX4,CJB,Coimbatore,Non-Profit Organization (NPO),Property Loss,In Transit,Inventory - Raw Material
CCK5M2L61W,DEL,Delhi,One Person Company,Property Loss,In Transit,Inventory - Finished Goods
PVXSCH3QS4,BLR,Bangalore,Public Limited Company,Property Damage,In Transit,Misc. Electronic Items
EOSTH2ZQBF,AMD,Ahmedabad,Private Ltd. MSME - Micro,Property Loss,In Transit,"Property, Plant, and Equipment (PPE) Parts"
9JHAZ7LALJ,JAI,Jaipur,Partnership Firm,Property Loss,In Transit,"Heating, ventilation, and air conditioning (HVAC) System"
XJF3713G82,PNQ,Pune,Public Limited Company,Property Loss,In Transit,Furniture
T6AWFLG2LS,CJB,Coimbatore,Joint-Venture Company,Property Loss,In Transit,Inventory - Finished Goods
FPRK9P5430,BDQ,Vadodara,Private Limited Company,Property Damage,Warehouse,Misc. Electronic Items
2DKKAJ3BKS,LKO,Lucknow,Partnership Firm,Property Damage,In Transit,Misc. Electronic Items
DKHLK6J9YI,CJB,Coimbatore,Limited Liability Parterneship (LLP),Property Loss,In Transit,Inventory - Finished Goods
7V0WJOKK0R,LKO,Lucknow,Private Ltd. MSME - Micro,Property Loss,In Transit,Misc. Electrical Equipment
FGGGPH0K0M,BOM,Mumbai,Sole Proprietorship,Property Loss,In Transit,Misc. Engineering Tools
Y2PRH03NQA,LKO,Lucknow,Private Limited Company,Property Loss,In Transit,"Heating, ventilation, and air conditioning (HVAC) System"
8VO28OKME4,PNQ,Pune,Sole Proprietorship,Property Loss,Warehouse,Inventory - Raw Material
D92S7BUBB5,BOM,Mumbai,Public Limited Company,Property Loss,Warehouse,Pumps and Motors
27H0SHUMGV,JAI,Jaipur,Private Ltd. MSME - Medium,Property Damage,Warehouse,Pumps and Motors
DNJR4Q2V5Q,CCU,Kolkata,Private Limited Company,Property Loss,In Transit,Inventory - Finished Goods
VBAA66F9PJ,THN,Thane,Public Limited Company,Property Loss,In Transit,Inventory - Finished Goods
JKPCHS0SED,STV,Surat,Joint-Venture Company,Property Loss,In Transit,Misc. Electrical Equipment
I26YU0SX3G,HYD,Hyderabad,Foreign Subsidary,Property Loss,In Transit,Misc. Engineering Tools
98J2R8R2H5,BHO,Bhopal,Cooperative Society,Property Damage,In Transit,Misc. Electronic Items
M3B7LRNEUT,VSK,Visakhapatnam,Public Limited Company,Property Loss,Warehouse,Misc. Sensors
3R9G0CFICT,BHO,Bhopal,Joint-Venture Company,Property Loss,In Transit,Misc. Engineering Tools
USOHRMD39B,JAI,Jaipur,Partnership Firm,Property Damage,In Transit,Inventory - Finished Goods
MM3Z7SA3XP,AGR,Agra,One Person Company,Property Damage,Warehouse,Pumps and Motors
5HLJH6BCSA,KNU,Kanpur,Sole Proprietorship,Property Loss,Warehouse,Inventory - Raw Material
5M686IU12L,MAA,Chennai,Public Limited Company,Property Damage,In Transit,Misc. Electronic Items
1GHPCPH394,LKO,Lucknow,Partnership Firm,Property Damage,Warehouse,"Heating, ventilation, and air conditioning (HVAC) System"
JPGQEFYWGG,THN,Thane,Private Limited Company,Property Damage,In Transit,Inventory - Finished Goods
39HPR4LZ00,LKO,Lucknow,Public Limited Company,Property Loss,In Transit,Misc. Electrical Equipment
414Z17YMUZ,DEL,Delhi,One Person Company,Property Loss,In Transit,Inventory - Raw Material
KG944XWNX9,BDQ,Vadodara,Sole Proprietorship,Property Loss,In Transit,Inventory - Raw Material
3Q4X4C5VK8,DEL,Delhi,One Person Company,Property Loss,In Transit,Misc. Electrical Equipment
8JJGSR0MZ4,MAA,Chennai,Limited Liability Parterneship (LLP),Property Loss,In Transit,Cameras and other Misc. Security Equipment
QR0SXLK9ES,DEL,Delhi,One Person Company,Property Loss,In Transit,Inventory - Finished Goods
K6D1SOECG7,THN,Thane,Joint-Venture Company,Property Loss,In Transit,Inventory - Raw Material
GQ2GNOFWCW,NSK,Nashik,Public Limited Company,Property Loss,In Transit,Inventory - Raw Material
RMF0OV1OMX,IDR,Indore,Joint-Venture Company,Property Loss,In Transit,Misc. Engineering Tools
7VBC2JCYYE,AMD,Ahmedabad,Private Ltd. MSME - Micro,Property Loss,In Transit,Misc. Electrical Equipment
W2HC2RBV40,AGR,Agra,Sole Proprietorship,Property Loss,In Transit,Furniture
JNTF76RXOK,CCU,Kolkata,Private Limited Company,Property Loss,In Transit,Misc. Electrical Equipment
23SOETPVIB,PNQ,Pune,Limited Liability Parterneship (LLP),Property Loss,In Transit,Furniture
ITUQQDUXNK,CCU,Kolkata,Private Limited Company,Property Loss,Warehouse,Misc. Engineering Tools
KY79N45WEP,CJB,Coimbatore,Joint-Venture Company,Property Loss,In Transit,"Heating, ventilation, and air conditioning (HVAC) System"
NACIY5VUUG,STV,Surat,Limited Liability Parterneship (LLP),Property Damage,Warehouse,Misc. Sensors
RQDUVOKHD0,MAA,Chennai,Sole Proprietorship,Property Loss,In Transit,Inventory - Raw Material
E9POPJ1G8B,JAI,Jaipur,One Person Company,Property Loss,In Transit,Inventory - Finished Goods
9SE0Q2FKCE,BOM,Mumbai,Private Ltd. MSME - Micro,Property Damage,Warehouse,Inventory - Finished Goods
RSOIQ939DB,CCU,Kolkata,Private Limited Company,Property Damage,In Transit,Misc. Electronic Items
T0DIJJUUQR,PNQ,Pune,Foreign Subsidary,Property Loss,In Transit,Cameras and other Misc. Security Equipment
CWUXJY0GZ4,STV,Surat,Non-Profit Organization (NPO),Property Loss,In Transit,"Heating, ventilation, and air conditioning (HVAC) System"
REBM4CA0AP,VSK,Visakhapatnam,Sole Proprietorship,Property Damage,In Transit,Misc. Electronic Items
HRTU9QCYYF,CJB,Coimbatore,Joint-Venture Company,Property Damage,In Transit,Inventory - Raw Material
RQ5XAV8WY5,PAT,Patna,One Person Company,Property Damage,In Transit,Misc. Electronic Items
8AR5D7YLGS,AMD,Ahmedabad,Private Ltd. MSME - Micro,Property Loss,In Transit,Inventory - Raw Material
WOWSYVTDMO,PAT,Patna,Private Limited Company,Property Loss,In Transit,Inventory - Raw Material
N6RYG3Z9P7,CJB,Coimbatore,Joint-Venture Company,Property Loss,In Transit,Inventory - Raw Material
8939QW9UXU,HYD,Hyderabad,Foreign Subsidary,Property Loss,In Transit,Furniture
XMQOY47XQ3,PAT,Patna,One Person Company,Property Damage,In Transit,Fixtures
13FFURLH3V,HYD,Hyderabad,One Person Company,Property Damage,Warehouse,Inventory - Raw Material
L4X05T5IKP,HYD,Hyderabad,Foreign Subsidary,Property Loss,In Transit,"Heating, ventilation, and air conditioning (HVAC) System"
XAE7WCTXSK,BLR,Bangalore,Public Limited Company,Property Loss,In Transit,Inventory - Raw Material
0I2PZ8HIIB,STV,Surat,Partnership Firm,Property Loss,In Transit,Fixtures
DMJEOL81RG,LKO,Lucknow,Private Ltd. MSME - Medium,Property Loss,In Transit,Inventory - Raw Material
7F32STP9ZJ,PNQ,Pune,Private Limited Company,Property Loss,In Transit,Misc. Electrical Equipment
WZ19S07NMZ,PNQ,Pune,Partnership Firm,Property Loss,In Transit,Inventory - Raw Material
7VHW19VNL4,AMD,Ahmedabad,Private Ltd. MSME - Micro,Property Loss,In Transit,Misc. Electrical Equipment
TL43HKEKNP,CCU,Kolkata,Private Limited Company,Property Loss,Warehouse,"Property, Plant, and Equipment (PPE) Parts"
ZR3ZL5AWI3,VSK,Visakhapatnam,Private Ltd. MSME - Small,Property Loss,In Transit,Inventory - Raw Material
72UYZY4H9G,BOM,Mumbai,Private Ltd. MSME - Micro,Property Loss,In Transit,Inventory - Finished Goods
PK00U4IESV,LKO,Lucknow,Non-Profit Organization (NPO),Property Loss,In Transit,Misc. Engineering Tools
FWNR8YZ5FY,MAA,Chennai,Sole Proprietorship,Property Loss,In Transit,Inventory - Finished Goods
K15G2G788Z,NGP,Nagpur,Joint-Venture Company,Property Damage,Warehouse,Misc. Electronic Items
5D0N0KYE51,HYD,Hyderabad,Foreign Subsidary,Property Loss,In Transit,Furniture
VMUAH0EZI1,CJB,Coimbatore,Private Ltd. MSME - Small,Property Loss,In Transit,Inventory - Raw Material
J1C31LXH8V,DEL,Delhi,Joint-Venture Company,Property Loss,In Transit,Misc. Engineering Tools
8GEIXTMGLT,NSK,Nashik,Public Limited Company,Property Loss,In Transit,Misc. Electrical Equipment
71L1EEV7U4,HYD,Hyderabad,Sole Proprietorship,Property Loss,In Transit,Inventory - Raw Material
FUHOUVS085,NGP,Nagpur,Sole Proprietorship,Property Loss,In Transit,Inventory - Raw Material
2NY5VLS7VP,LKO,Lucknow,One Person Company,Property Damage,In Transit,Misc. Engineering Tools
XFLXE0SXFE,IDR,Indore,Sole Proprietorship,Property Loss,In Transit,Misc. Electrical Equipment
M4T4XGFCMX,ATQ,Amritsar,Sole Proprietorship,Property Loss,In Transit,"Property, Plant, and Equipment (PPE) Parts"
NAEYG6EA4Z,NSK,Nashik,Public Limited Company,Property Damage,Warehouse,Pumps and Motors
FOELSU98GS,CJB,Coimbatore,Joint-Venture Company,Property Damage,In Transit,Misc. Electronic Items
9GTU9R3TNG,JAI,Jaipur,Private Ltd. MSME - Micro,Property Damage,In Transit,Inventory - Raw Material
4L0BWUT4GG,BOM,Mumbai,Private Limited Company,Property Damage,In Transit,Inventory - Finished Goods
2VU5TGDHHY,BLR,Bangalore,Sole Proprietorship,Property Damage,In Transit,Inventory - Finished Goods
H3PCVUWIOR,JAI,Jaipur,One Person Company,Property Damage,Warehouse,Misc. Electronic Items
S8YTERNSNC,IDR,Indore,Non-Profit Organization (NPO),Property Damage,In Transit,Misc. Electronic Items
M4T28PWPQ9,NGP,Nagpur,One Person Company,Property Damage,In Transit,Inventory - Finished Goods
IEHNUP15EV,BOM,Mumbai,One Person Company,Property Loss,In Transit,Furniture
UFBHFXKPWS,CJB,Coimbatore,Public Limited Company,Property Damage,In Transit,Misc. Electronic Items
ZNQZTG94YL,VSK,Visakhapatnam,Cooperative Society,Property Damage,In Transit,Misc. Engineering Tools
9VEFC00LM7,LKO,Lucknow,Public Limited Company,Property Loss,In Transit,Inventory - Finished Goods
G2R8T8MNC3,AGR,Agra,Public Limited Company,Property Loss,In Transit,Misc. Engineering Tools
OF2XMGX7LF,CJB,Coimbatore,Joint-Venture Company,Property Loss,In Transit,Inventory - Finished Goods
JWEFBHTG58,PAT,Patna,One Person Company,Property Loss,In Transit,Cameras and other Misc. Security Equipment
VTYLL7I0C1,CJB,Coimbatore,Joint-Venture Company,Property Damage,In Transit,Furniture
JHAM5T0EQB,BOM,Mumbai,One Person Company,Property Loss,In Transit,Inventory - Raw Material
3CL33BI2JT,AMD,Ahmedabad,Private Limited Company,Property Loss,In Transit,Misc. Engineering Tools
T49S7EARW6,ATQ,Amritsar,One Person Company,Property Damage,Warehouse,Misc. Engineering Tools
SWTO74E28R,JAI,Jaipur,Private Limited Company,Property Loss,In Transit,Misc. Electrical Equipment
NNBUOQM1RG,BLR,Bangalore,Private Limited Company,Property Loss,In Transit,Misc. Lab Equipment
MURRIQJLWL,CCU,Kolkata,Private Limited Company,Property Loss,In Transit,"Property, Plant, and Equipment (PPE) Parts"
IZTH4IL4GX,NSK,Nashik,Public Limited Company,Property Loss,In Transit,Misc. Electrical Equipment
TU1UQ6H77X,PAT,Patna,One Person Company,Property Damage,In Transit,Misc. Engineering Tools
QWA6AJM5ZH,STV,Surat,Non-Profit Organization (NPO),Property Loss,In Transit,Misc. Electrical Equipment
NIO0IAVDR0,BHO,Bhopal,Joint-Venture Company,Property Damage,Warehouse,"Heating, ventilation, and air conditioning (HVAC) System"
5SD75TPIHC,JAI,Jaipur,Partnership Firm,Property Loss,In Transit,Misc. Engineering Tools
O9YTX3EA97,JAI,Jaipur,Partnership Firm,Property Damage,In Transit,Misc. Electronic Items
01UUT7SKL9,PAT,Patna,One Person Company,Property Damage,In Transit,Inventory - Raw Material
3ZK75R4600,DEL,Delhi,Joint-Venture Company,Property Loss,Warehouse,Misc. Electronic Items
XK89R4SW9W,BHO,Bhopal,Joint-Venture Company,Property Damage,In Transit,Furniture
NC8EH5JE9S,PNQ,Pune,Partnership Firm,Property Loss,In Transit,Misc. Lab Equipment
SQVIMFIAIJ,STV,Surat,Non-Profit Organization (NPO),Property Loss,In Transit,Furniture
FCNXIZLZVH,VSK,Visakhapatnam,Non-Profit Organization (NPO),Property Loss,In Transit,Inventory - Raw Material
WDR47V3UY6,DEL,Delhi,Foreign Subsidary,Property Loss,In Transit,Furniture
MGW6QPCQY5,LKO,Lucknow,Foreign Subsidary,Property Loss,In Transit,Inventory - Raw Material
JMCETB3KOP,BLR,Bangalore,Sole Proprietorship,Property Loss,In Transit,Inventory - Raw Material
RMOIU9HZ8R,BDQ,Vadodara,One Person Company,Property Loss,Warehouse,Furniture
MQ1JSU7YOY,THN,Thane,Private Ltd. MSME - Small,Property Damage,In Transit,Fixtures
SW8HSHD7W0,BLR,Bangalore,Public Limited Company,Property Damage,In Transit,Misc. Electronic Items
80XQI5L0CZ,CJB,Coimbatore,Joint-Venture Company,Property Damage,In Transit,Misc. Electronic Items
VLSTAU3LSB,PNQ,Pune,Joint-Venture Company,Property Damage,In Transit,Fixtures
U5N3V3TFLI,AGR,Agra,Partnership Firm,Property Loss,In Transit,Furniture
UR7HSAFMJ1,BOM,Mumbai,One Person Company,Property Loss,In Transit,Inventory - Raw Material
KN4DZKZQAD,JAI,Jaipur,Non-Profit Organization (NPO),Property Damage,In Transit,Misc. Electronic Items
QKMEWQDY0X,BLR,Bangalore,Public Limited Company,Property Damage,In Transit,Misc. Engineering Tools
QZK7218T7X,AMD,Ahmedabad,Private Ltd. MSME - Micro,Property Loss,Warehouse,"Heating, ventilation, and air conditioning (HVAC) System"
C1D4M3LQZK,PAT,Patna,One Person Company,Property Loss,In Transit,Inventory - Finished Goods
1NNOTTX9O1,STV,Surat,Partnership Firm,Property Loss,In Transit,Misc. Engineering Tools
MQM63LKY84,LKO,Lucknow,Private Ltd. MSME - Medium,Property Damage,In Transit,Inventory - Finished Goods
RF6WTSLIOM,JAI,Jaipur,Partnership Firm,Property Damage,Warehouse,Furniture
9XDMBCJEI2,NGP,Nagpur,Non-Profit Organization (NPO),Property Damage,In Transit,Misc. Electronic Items
44GHLWSVDF,STV,Surat,Non-Profit Organization (NPO),Property Loss,In Transit,Fixtures
K5VGHCKSDX,BLR,Bangalore,Joint-Venture Company,Property Loss,In Transit,Misc. Engineering Tools
A1H0FVXER5,HYD,Hyderabad,Private Limited Company,Property Loss,In Transit,Misc. Electrical Equipment
Q6QIJK0CKF,STV,Surat,Non-Profit Organization (NPO),Property Damage,In Transit,Misc. Electronic Items
IGSEGPPPQ3,IDR,Indore,Private Limited Company,Property Loss,In Transit,"Heating, ventilation, and air conditioning (HVAC) System"
63YZTP944A,BHO,Bhopal,Joint-Venture Company,Property Loss,In Transit,Misc. Electrical Equipment
1CSTC9OT42,BLR,Bangalore,Public Limited Company,Property Damage,In Transit,Misc. Electronic Items
ECRPWHDPAZ,STV,Surat,One Person Company,Property Loss,In Transit,Inventory - Finished Goods
SP7KSO2OM6,JAI,Jaipur,Public Limited Company,Property Loss,Warehouse,Inventory - Raw Material
SAKFXRIAJG,STV,Surat,Non-Profit Organization (NPO),Property Loss,Other,Inventory - Finished Goods
85UXH83NJF,PAT,Patna,One Person Company,Property Damage,In Transit,Misc. Electronic Items
B2TWZW6S8D,HYD,Hyderabad,Foreign Subsidary,Property Damage,In Transit,Misc. Electronic Items
SPRXQ9B3QM,PNQ,Pune,Sole Proprietorship,Property Loss,In Transit,Inventory - Raw Material
T6G5LDGKXI,CJB,Coimbatore,Joint-Venture Company,Property Loss,In Transit,Inventory - Raw Material
I7PEG8KUMT,BOM,Mumbai,Private Limited Company,Property Loss,Warehouse,Inventory - Raw Material
GZVL7SE0QK,JAI,Jaipur,Public Limited Company,Property Damage,Warehouse,Misc. Electronic Items
IYNTNIAN1L,HYD,Hyderabad,Foreign Subsidary,Property Damage,Warehouse,Inventory - Raw Material
